List of Listed Companies & Contact Information,,,,,,As of 08 May 2023,,,
Symbol,Company,Market,Industry,Sector,Address,Zip code,Tel.,Fax,Website
SPG,THE SIAM PAN GROUP PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,"488 NAKORNSAWAN ROAD, SIYAKMAHANAK, DUSIT, Bangkok",10300,0-2280-0202-17,0-2280-6305,http://www.siampangroup.com
SPI,SAHA PATHANA INTER-HOLDING PUBLIC COMPANY LIMITED,SET,Services,Commerce,"530 SOI SATHUPRADIT 58, BANGPONGPANG, YAN NAWA Bangkok",10120,0-2293-0030-9,0-2293-0040,www.spi.co.th
SPRC,STAR PETROLEUM REFINING PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"No.1, I-3B Road, Map Ta Phut, Muang Rayong Rayong",21150,0-3869-9000,0-3869-9999,www.sprc.co.th
SPRIME,S PRIME GROWTH LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund & REITs,"123 Sun Towers A, 31st Floor, Vibhavadi Rangsit Rd, Chom Phon Sub-District, Chatuchak District Bangkok",10900,-,-,-
SPVI,S P V I PUBLIC COMPANY LIMITED,mai,Technology,-,"1213/58-59 Soi Ladprao 94, Sriwara Road, Phlapphla, Wangthonglang Bangkok",10310,0-2559-2901-10,0-2559-2488,http://www.spvi.co.th
SQ,SAHAKOL EQUIPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Services,47/10 Soi Amorphan 4 Vibhavadirangsit Road Chatuchak Bangkok,10900,0-2941-0888,0-2941-0881,www.sahakol.com
SR,SIAMRAJ PUBLIC COMPANY LIMITED,mai,Resources,-,"289/9 Moo10 Old Railway Road, Samrong, Phrapradaeng Samut Prakarn",10130,0-2743-5010-25,0-2743-5007-8,www.siamrajplc.com
SRICHA,SRIRACHA CONSTRUCTION PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Services,"97 Moo 3, Surasak, Sriracha Chonburi",20110,0-3877-2462-6,0-3877-2467,www.sricha.com
SRIPANWA,SRI PANWA HOSPITALITY REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund & REITs,"2922/198 10thFl., Charn Issara Tower II, New Petchburi Road, Bangkapi, Huay Kwang Bangkok",10310,0-2308-2022,0-2308-2022,www.cireit.com
SSC,SERMSUK PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"No. 90 CW Tower, 31st - 32nd Floor, Ratchadapisek Road, Huai Khwang Sub-District, Huai Khwang District Bangkok",10310,0-2783-9000,0-2783-9092-3,www.sermsukplc.com
SSF,SURAPON FOODS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"247 MOO 1, THEPARAK ROAD, THEPARAK, AMPHOE MUANG Samut Prakarn",10270,0-2385-3038-54,"0-2385-3176, 0-2385-3179",www.surapon.com
SSP,SERMSANG POWER CORPORATION PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"325/14 Lanluang Rd., Mahanak Square, Dusit Bangkok",10300,0-2628-0991-2,0-2628-0993,www.sermsang.com
SSPF,SALA @ SATHORN PROPERTY FUND,SET,Property & Construction,Property Fund & REITs,"898 Ploenchit Tower, 1-2nd Floor Zone A and 12th Floor, Ploenchit Road, Lumpini, Pathumwan Bangkok",10330,0-2657-5757,-,-
SSS,STAR SITTHI SOLUTION PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"486 People Park Community Mall, E2-302, 3rd floor, E2 Building. Onnut Rd., Onnut, Suan Luang Bangkok",10250,0-2121-7819,0-2121-7819,http://www.staruniversalnetwork.com/
SSSC,SIAM STEEL SERVICE CENTER PUBLIC COMPANY LIMITED,SET,Industrials,Steel and Metal Products,"51/3 MOO 2, PUCHAOSAMINGPHRAI ROAD, PHRA PRA DAENG Samut Prakarn",10130,"0-2385-9251-2, 0-2385-9258-66, 0-2754-5845-9","0-2385-9241, 0-2385-9253",http://www.ssscth.com
SST,SUB SRI THAI PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"206, Plaza Building, 4th Floor, Soi Pattanakarn 20, Suan Luang Sub-District, Suan Luang District Bangkok",10250,0-2318-5514-5,-,http://www.subsrithai.co.th
SSTRT,SUB SRI THAI REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund & REITs,"206, Plaza Building, 4th Floor, Soi Pattanakarn 20, Suan Luang Sub-District, Suan Luang District Bangkok",10250,0-2318-5514-5,-,www.sstrm.co.th
STA,SRI TRANG AGRO-INDUSTRY PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Agribusiness,"10 SOI 10 PETCHKASEM ROAD, HAT YAI, Songkhla",90110,0-7434-4663,"0-7434-4676, 0-7434-4677, 0-7423-7423",www.sritranggroup.com
STANLY,THAI STANLEY ELECTRIC PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,"29/3 MOO 1, BANGPHUN-RANGSIT ROAD, AMPHOE MUANG Pathum Thani",12000,0-2581-5462,0-2581-5397,www.thaistanley.com
STARK,STARK CORPORATION PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,"518/5 Maneeya Building Center, 16th Floor, Ploenchit Rd., Lumpinee, Pathumwan Bangkok",10330,0-2680-5800,-,www.starkcorporation.com
STC,STC CONCRETE PRODUCT PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"220/26 Moo 6, Sukhumvit Road, Nakluea Sub-District, Banglamung District Chonburi",20150,0-3842-3115-6,0-3842-6519,http://www.stc.co.th/
STEC,"SINO-THAI ENGINEERING AND CONSTRUCTION PUBLIC CO.,LTD.",SET,Property & Construction,Construction Services,"SINO-THAI TOWER, FLOOR 29-30, 32/59-60 SUKHUMVIT 21 ROAD, WATTHANA Bangkok",10110,0-2260-1321-2,"0-2260-1339, 0-2258-3436",www.stecon.co.th
STECH,SIAM TECHNIC CONCRETE PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,"No. 50 Soi Ngam Wong Wan 47, Intersection 20, Ngam Wong Wan Road, Thungsonghong Sub-district, Laksi District Bangkok",10210,0-2589-3888,0-2589-8911,www.stec.co.th
STGT,SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMITED,SET,Consumer Products,Personal Products & Pharmaceuticals,"No. 110 Kanjanavanit Road, Pahtong, Hat Yai Songkhla",90230,0-2207-4500,0-2108-2241-44,www.sritranggloves.com
STHAI,"SHUN THAI RUBBER GLOVES INDUSTRY PUBLIC CO., LTD",SET,Consumer Products,Personal Products & Pharmaceuticals,"1, Promphan Tower 2, Room No. 608, Floor 6, Soi Lat Phrao 3, Chom Phon, Chatuchak Bangkok",10900,0-2511-6040-45,0-2511-6040-6049,www.shunthaiglove.com
STI,STONEHENGE INTER PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Services,"163 Soi Chokchai Ruamitr (Ratchada 19), Dindaeng Sub-district, Dindaeng District Bangkok",10400,0-2690-7462,0-2690-7463,www.sti.co.th
STOWER,SKY TOWER PUBLIC COMPANY LIMITED,mai,Resources,-,"No.247 Romklow Road, Saensaeb, Minburi Bangkok",10510,0-2543-9020-8,0-2543-9029,www.skytower.co.th
STP,SAHATHAI PRINTING & PACKAGING PUBLIC COMPANY LIMITED,mai,Industrial,-,"200/1 Soi Jaransanitwong 42, Bangyeekhan, Bangplad Bangkok",10700,0-2423-0051-2,0-2424-7027,http://sahathaiprinting.com
STPI,STP&I PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Services,"32/24 Sino-Thai Tower, 3rd Floor, Sukhumvit 21 Road ( Asoke), Klongtoey Nua, Wattana Bangkok",10110,0-2260 -1181,0-2260 -1182,www.stpi.co.th
SUC,SAHA-UNION PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,"1828 SUKHUMVIT ROAD, PHRAKHANONG TAI, PHRAKHANONG Bangkok",10260,0-2311-5111-9,0-2311-6867,www.sahaunion.co.th
SUN,SUNSWEET PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"No. 9 Moo 1, Tambon Thung Satok, Amphoe San Pa Tong Chiang Mai",50120,0-5310-6538-40,0-5310-6541,www.sunsweetthai.com
SUPER,SUPER ENERGY CORPORATION PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"223/61 Country Complex Tower, Building A, 14th Floor, Sanphawut Road, Bangna Tai, Bangna Bangkok",10260,0-2361-5599,0-2361-5036,www.supercorp.co.th
SUPEREIF,SUPER ENERGY POWER PLANT INFRASTRUCTURE FUND,SET,Resources,Energy & Utilities,"175 Sathorn City Tower, 7th , 21st and 26th Floor, South Sathorn Road, ThungMahamek Sub-district, Sathorn District Bangkok",10120,0-2674-6488,0-2679-5996,http://www.supereif.com
SUSCO,SUSCO PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"139 Ratburana Road, Bangpakok, Ratburana, Bangkok",10140,0-2428-0029,"0-2427-6270, 0-2427-6460",www.susco.co.th
SUTHA,GOLDEN LIME PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,"No. 89 Cosmo Office Park, 6th Floor, Unit H, Popular Road, Banmai Sub-district, Pakkret District, Nonthaburi",11120,0-2017-7461-3,0-2017-7460,www.goldenlime.co.th
SVI,SVI PUBLIC COMPANY LIMITED,SET,Technology,Electronic Components,"No. 141-142 Moo 5, Tiwanon Road Bangkadi, Muang Pathum Thani",12000,0-2105-0456,0-2105-0466,www.svi.co.th
SVOA,SVOA PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,"No. 1023, MS Siam Tower, 31st Floor, Rama 3 Road, Chong Nonsi, Yannawa Bangkok",10120,0-2686-3000,0-2682-6300,www.svoa.co.th
SVR,SIVAROM REAL ESTATE PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"662/45 Rama III Rd, Bangphongphang, Yannawa Bangkok",10120,02-295-3361,-,www.sivarom.co.th
SVT,SUN VENDING TECHNOLOGY PUBLIC COMPANY LIMITED,SET,Services,Commerce,No.414/25 Soi Phatthanakarn 1 Bang Pong Pang Sub-District Yan Nawa District Bangkok,10120,0-2295-4284,0-2683-6548,www.sunvending.co.th
SWC,SHERWOOD CORPORATION (THAILAND) PUBLIC COMPANY LIMITED,mai,Industrial,-,1061-9 SRINAKARIN ROAD SUAN LUANG Bangkok,10250,0-2320-2288,0-2320-2670,www.sherwood.co.th
SYMC,SYMPHONY COMMUNICATION PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,"123 Suntowers Building B 35th ? 36th fl. Vibhavadee Rangsit Rd., Chomphon, Chatuchak Bangkok",10900,0-2101-1111,0-2101-1133,www.symphony.net.th
SYNEX,SYNNEX (THAILAND) PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,"No. 433, Sukontasawat Road Khwang Lardprao, Khet Lardprao Bangkok",10230,0-2553-8888,0-2578-8181,http://www.synnex.co.th
SYNTEC,SYNTEC CONSTRUCTION PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Services,"555/7-11 SUKHUMVIT 63 ROAD, KHLONG TON NUA, WATTHANA Bangkok",10110,0-2381-6333,0-2711-5183,www.synteccon.com
TACC,T.A.C. CONSUMER PUBLIC COMPANY LIMITED,mai,Agro & Food Industry,-,"9/231-233, UM Tower, 23rd Floor, Ramkhamhaeng Road, Suanluang Bangkok",10250,0-2717-2898,0-2717-2899,www.tacconsumer.com
TAE,THAI AGRO ENERGY PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"888/114 Mahatun Plaza bldg., 11th floor, Ploenchit Road, Lumpini, Pathumwan Bangkok",10330,0-2627-3890-4,0-2627-3889,www.thaiagroenergy.com
TAKUNI,TAKUNI GROUP PUBLIC COMPANY LIMITED,mai,Resources,-,"140/1 Soi Naveechareonsap, Kanchanapisak rd, Bangkae Bangkok",10160,0-2455-2888,0-2455-2763,www.takunigroup.com
TAPAC,TAPACO PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"789/40 MOO 1, TAMBOL NONG KHAM, AMPHOE SI RACHA Chonburi",20230,0-3829-6339-41,0-3829-6342,www.tapaco.com
TASCO,TIPCO ASPHALT PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,"118/1 RAMA VI ROAD, PHAYA THAI SUB-DISTRICT, PHAYA THAI DISTRICT Bangkok",10400,0-2273-6000,0-2273-6030,http://www.tipcoasphalt.com
TC,TROPICAL CANNING (THAILAND) PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"1/1 MOO 2, KANJANAWANIT ROAD, THUNGYAI, HAT YAI, Songkhla",90110,0-7427-3600,0-7427-3691-4,www.tropical.co.th
TCAP,THANACHART CAPITAL PUBLIC COMPANY LIMITED,SET,Financials,Banking,"444 MBK TOWER, FLOOR 16-17, PHAYATHAI ROAD, WANG MAI, PATHUM WAN Bangkok",10330,"0-2217-8000, 0-2217-8199, 0-2217-8444",0-2217-8312,www.thanachart.co.th
TCC,THAI CAPITAL CORPORATION PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"87/2 CRC Tower 45th Fl., All Seasons Place, Wireless road, Lumpini, Pathumwan Bangkok",10330,0-2685-3600,0-2685-3607,www.thaicapital.co.th
TCCC,THAI CENTRAL CHEMICAL PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,"801-806, 809-810, 8th Floor, Mitrtown Office Tower, 944 Rama 4 Road, Wangmai, Pathumwan Bangkok",10330,0-2639-8888,0-2639-8999,www.tcccthai.com
TCJ,T.C.J. ASIA PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,"3/4 MOO 9, BANGNA TRAD ROAD, K.M. 18, TAMBOL BANGCHALONG, AMPHOE BANG PHLI Samut Prakarn",10540,0-2312-6699,0-2312-6711,www.tcjasia.com
TCMC,TCM CORPORATION PUBLIC COMPANY LIMITED,SET,Consumer Products,Home & Office Products,"2054, New-Petchburi Road, Bangkapi Sub-district, Huaykwang District Bangkok",10310,0-2318-3960-2,0-2318-3962,www.tcm-corporation.com
TCOAT,THAI COATING INDUSTRIAL PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,"99/9 MOO 8, 304 ROAD, NONGPHRONG, SRIMAHAPO, Prachinburi",25140,0-2464-3260-6,0-2463-5845,-
TEAM,TEAM PRECISION PUBLIC COMPANY LIMITED,SET,Technology,Electronic Components,"198 MOO 13, SUWANSORN ROAD, DONG-KHEE-LEK, MUEANG Prachinburi",25000,0-3740-3336-40,0-3740-3345,www.teampcba.com
TEAMG,TEAM CONSULTING ENGINEERING AND MANAGEMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Services,"151 Nuan Chan Road, Nuan Chan, Bueng Kum Bangkok",10230,0-2509-9000,0-2509-9090,www.teamgroup.co.th
TEGH,Thai Eastern Group Holdings Public Company Limited,SET,Agro & Food Industry,Agribusiness,"No. 171 Moo 2 Chonburi-Klaeng Road, Khaosok Subdistrict, Nongyai District Chonburi",20190,0-3816-8555,0-3816-8560,www.thaieasterngroup.com
TEKA,TEKA CONSTRUCTION PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Services,"28 Soi Ngamwongwan 6, Bang Khen Sub-District, Muang Nonthaburi District Nonthaburi",11000,0-2965-9995,-,https://www.tekacon.com
TFFIF,THAILAND FUTURE FUND,SET,Services,Transportation & Logistics,"1 Empire Tower, 32nd Floor, South Sathorn Road, Yan Nawa, Sathorn Bangkok",10120,0-2686-6100,0-2670-0430,www.tffif.com
TFG,THAIFOODS GROUP PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"1010 Shinawatra Tower 3,12th Fl., Viphavadi-Rangsit Road, Chatuchak Subdistrict, Chatuchak District Bangkok",10900,0-2513-8989,0-2513-9060,www.tfg.co.th
TFI,THAI FILM INDUSTRIES PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,"73/3 MOO 4, BANGNA-TRAT ROAD, KM 13, BANG PLEE Samut Prakarn",10540,"0-2316-9558 , 0-2750-1350-67","0-2316-9687,0-2316-6225",www.thaifilmind.com
TFM,THAI UNION FEEDMILL PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Agribusiness,"89/1 Moo 2, Rama 2 Road, Kalong Subdistrict, Mueang District Samut Sakhon",74000,0-3441-7222,0-3441-7255,www.thaiunionfeedmill.com
TFMAMA,THAI PRESIDENT FOODS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"304 Srinakarin Road, Huamark Subdistrict, Bangkapi District Bangkok",10240,0-2374-4730,0-2374-7743,http://www.mama.co.th
TGE,THACHANG GREEN ENERGY PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"159, Moo 3, Tambon Tha Chang, Amphoe Tha Chang Surat Thani",84150,0-7727-7790,0-7727-7711,https://www.tge.co.th
TGH,THAI GROUP HOLDINGS PUBLIC COMPANY LIMITED,SET,Financials,Insurance,"315 Thai Group Building, 12th Floor, Silom Road, Silom, Bang Rak District Bangkok",10500,0-2632-1224,-,https://www.tgh.co.th
TGPRO,THAI-GERMAN PRODUCTS PUBLIC COMPANY LIMITED,SET,Industrials,Steel and Metal Products,"99 HUAYPONG-NONGBON ROAD, TAMBOL HUAYPONG, AMPHUR MUANG Rayong",21150,0-3860-6061-5,0-3860-6066,www.tgpro.co.th
TH,TONG HUA HOLDING PUBLIC COMPANY LIMITED,SET,Financials,Finance & Securities,"877-881 NEW ROAD, TALATNOI, SAMPHANTHAWONG, Bangkok",10100,0-2236-9171-6,0-2238-5286,www.thaizhonghua.com
THAI,THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,"89 VIBHAVADI RANGSIT ROAD, CHATUCHAK Bangkok",10900,"0-2545-1000, 0-2025-1000",0-2513-0203,http://www.thaiairways.com
THANA,THANASIRI GROUP PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"650, 652 Baromratchonnanee Road Bangbamru, Bangplad Bangkok",10700,0-2886-4888,0-2886-4878,http://www.thanasiri.com
THANI,RATCHTHANI LEASING PUBLIC COMPANY LIMITED,SET,Financials,Finance & Securities,"SINSATHORN TOWER, FLOOR 11 UP, 77/35-36 KRUNG THON BURI ROAD KHLONG TON SAI, KHLONG SAN Bangkok",10600,0-2440-0844,0-2440-0848,www.ratchthani.com
THCOM,THAICOM PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,"349 SJ Infinite 1 Business Complex, 28th Floor, Vibhavadi Rangsit Road, Chompol Sub-district, Chatuchak District Bangkok",10900,0-2591-0736-49,"0-2591-0705, 0-2299-5252",www.thaicom.net
THE,THE STEEL PUBLIC COMPANY LIMITED,SET,Industrials,Steel and Metal Products,"1401 Ekkachai Road, Bangbon Tai Sub-district, Bangbon District Bangkok",10150,0-2894-8889-90,0-2408-0272-4,www.thesteel.co.th
THG,THONBURI HEALTHCARE GROUP PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,"34/1 Soi Itsaraphap 44, Ban Chang Lo, Bangkok Noi Bangkok",10700,0-2487-2000,0-2159-0336,http://www.thg.co.th/
THIP,THANTAWAN INDUSTRY PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,"123 VIBHAVADI RANGSIT ROAD, CHATUCHAK Bangkok",10900,0-2273-8333,0-2617-6868-70,www.thantawan.com
THL,TONGKAH HARBOUR PUBLIC COMPANY LIMITED,SET,Resources,Mining,"245 Nawamin, Nuanchan, Bueng Kum Bangkok",10230,0-2915-5656,-,www.tongkahharbour.com
THMUI,THAI MUI CORPORATION PUBLIC COMPANY LIMITED,mai,Services,-,"759 Chareonkrung Road, Taladnoi, Sumphantawong Bangkok",10100,0-2235-2940-9,"0-2236-8336, 0-2639-4022",www.thaimui.co.th
THRE,THAI REINSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,"48/22-24 Soi Rajchadapisek 20, Rajchadapisek Road, Samsennok, Huaykwang Bangkok",10310,"0-2660-6111, 0-2666-8088","0-2660-6100, 0-2666-8080",www.thaire.co.th
THREL,THAIRE LIFE ASSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,"48/15 Soi Rajchadapisek 20, Rajchadapisek Road Huaykwang Bangkok",10310,0-2666-9000,0-2277-6227,www.thairelife.co.th
TIDLOR,NGERN TID LOR PUBLIC COMPANY LIMITED,SET,Financials,Finance & Securities,"428 Ari Hill Building, 11th floor, Phahonyothin Road, Samsen Nai Phaya Thai Bangkok",10400,08-8088-0880,-,http://www.ngerntidlor.com/th/home.html
TIF1,THAI INDUSTRIAL FUND 1,SET,Property & Construction,Property Fund & REITs,"989 Siam Piwat Tower, 9th, 24th Floor, Rama I Road, Pathumwan District Bangkok",10330,0-2659-8888,0-2659-8860-1,-
TIGER,THAI ENGER HOLDING PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"88 Moo 4, Bangsi Thong, Bang Kruai Nonthaburi",11130,0-2886-7608,0-2886-7609,www.thaienger.com
TIPCO,TIPCO FOODS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"118/1 Rama VI Road, Phaya Thai Sub-district, Phaya Thai District Bangkok",10400,0-273-6200,"0-2271-4304,0-2271-1600",http://www.tipco.net
TIPH,DHIPAYA GROUP HOLDINGS PUBLIC COMPANY LIMITED,SET,Financials,Insurance,"1115 Rama III Rd., Chong Nonsi, Yannawa Bangkok",10120,0-2239-2200,0-2239-2049,www.dhipayagroup.co.th
TISCO,TISCO FINANCIAL GROUP PUBLIC COMPANY LIMITED,SET,Financials,Banking,"No. 48/49 TISCO Tower, Fl.21, North Sathorn Road, Silom Sub-district, Bangrak District Bangkok",10500,0-2633-6888,0-2633-6880,http://www.tisco.co.th
TITLE,RHOM BHO PROPERTY PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"444 - 444/1 Pracha Uthit Road, Huaykwang, Huaykwang District Bangkok",10310,0-2103-6444,0-2103-2444,www.rhombho.co.th
TK,THITIKORN PUBLIC COMPANY LIMITED,SET,Financials,Finance & Securities,"69 RAMKHAMHAENG ROAD, HUAMAK, BANG KAPI Bangkok",10240,0-2310-7000,0-2318-3339,www.tk.co.th
TKC,TURNKEY COMMUNICATION SERVICES PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,"44/44 Soi Vibhavadi Rangsit 60 Yaek 18-1-2, Talat Bang Khen Sub-district, Lak Si District Bangkok",10210,0-2401-8222,0-2940-9868,www.tkc-services.com
TKN,TAOKAENOI FOOD & MARKETING PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"No. 337, Bond Street, Bang Phut Sub-District, Pak Kret District Nonthaburi",11120,0-2984-0666,0-2984-0118,www.taokaenoi.co.th
TKS,T.K.S. TECHNOLOGIES PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,"30/88 MOO 1, CHETSADAWITHI ROAD, KHOKKAM, MUEANG Samut Sakhon",74000,0-2784-5888 (50 Lines),"0-2784-5858, 0-2784-5860",http://www.tks.co.th
TKT,T.KRUNGTHAI INDUSTRIES PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,"23 SOI CHAN 43 YAK 21, TUNGWATDON, SATHON Bangkok",10120,"0-2211-2762, 0-2211-3732, 0-2212-4719",0-2212-4864,www.tkrungthai.com
TLHPF,THAILAND HOSPITALITY PROPERTY FUND,SET,Property & Construction,Property Fund & REITs,"989 Siam Piwat Tower, 9th, 24th Floor, Rama I Road, Pathumwan District Bangkok",10330,0-2659-8888,0-2659-8860-1,www.one-asset.com
TLI,THAI LIFE INSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,"123 Thai Life Insurance Building, Ratchadaphisek Road, Din Daeng Bangkok",10400,0-2247-0247,0-2246-9946,http://www.thailife.com
TM,TECHNO MEDICAL PUBLIC COMPANY LIMITED,mai,Consumer Products,-,"29 Ladprao 92, Phlabphla, Wangthonglang Bangkok",10310,"0-2933-6112, 0-2933-6119",0-2933-9763,www.technomedical.co.th
TMC,T.M.C. INDUSTRIAL PUBLIC COMPANY LIMITED,mai,Industrial,-,"125/10 Moo 5 Bansuan Subdistrict, Muang District Chonburi",20000,0-3827-1933,0-3827-1931,www.tmc.co.th
TMD,THAI METAL DRUM MANUFACTURING PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,"LAKE-RAJADA BLDG, FLOOR 35C,193/142 RAJADAPISEK ROAD, KHLONG TOEI, Bangkok",10110,0-2264-0817-9,0-2264-0820,www.thaimetaldrum.com
TMI,TEERA-MONGKOL INDUSTRY PUBLIC COMPANY LIMITED,mai,Industrial,-,"46/67-69 Soi Mang-Mee-sab, Moo 3, Leab Klong Siwapasawad Road, Kokkrabue, Muang Samut Sakhon",74000,0-3485-4629,0-3485-4630,www.thaiballast.com
TMILL,T S FLOUR MILL PUBLIC COMPANY LIMITED,mai,Agro & Food Industry,-,"90/9 Moo 1 Poochaosamingphrai Rd., Phrapradaeng Samut Prakarn",10130,0-2017-9999,0-2017-9999 荠111 ˃׍ 222,www.tmill.co.th
TMT,TMT STEEL PUBLIC COMPANY LIMITED,SET,Industrials,Steel and Metal Products,"BANGKOK CITY TOWER, FLOOR 22, 179 SOUTH SATHORN ROAD, TUNG MAHAMEK, SATHON Bangkok",10120,0-2685-4000,0-2670-9090-2,www.tmtsteel.co.th
TMW,THAI MITSUWA PUBLIC COMPANY LIMITED,mai,Industrial,-,"31 MOO 2, LARD LUM KAEW ROAD, AMPHOE MUEANG Pathum Thani",12000,"0-2581-5558-60, 0-2581-2157-61","0-2581-6160, 0-2581-3796",http://www.thaimitsuwa.com
TNDT,THAI NONDESTRUCTIVE TESTING PUBLIC COMPANY LIMITED,mai,Services,-,"19 SOI SUANSON 8, RAMKHAMHAENG ROAD, HUAMARK, BANG KAPI Bangkok",10240,0-2735-0801,0-2735-1941,www.tndt.co.th
TNH,THAI NAKARIN HOSPITAL PUBLIC COMPANY LIMITED,mai,Services,-,"No. 345 Debaratna Rd., km.3.5 Bangna Nuea, Bangna Bangkok",10260,"0-2340-6488, 0-2340-6499, 0-2340-7777",0-2340-6431,www.thainakarin.co.th
TNITY,TRINITY WATTHANA PUBLIC COMPANY LIMITED,SET,Financials,Finance & Securities,"BANGKOK CITY TOWER, FLOOR 26, 179/111 SOUTH SATHON RD., THUNG MAHAMEK, SATHON Bangkok",10120,0-2801-9100,0-2343-9690,www.trinitythai.com
TNL,THANULUX PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,"129/1 CHONGNONSI ROAD, CHONGNONSI, YAN NAWA, Bangkok",10120,"0-2295-0911-9, 0-2295-4171-80, 0-2681-3441-50","0-2294-5101, 0-2294-5918",www.thanulux.com
TNP,THANAPIRIYA PUBLIC COMPANY LIMITED,mai,Services,-,"329 Moo.8, Ban du, Muang Chiang Rai Chiang Rai",57100,0-5377-6144,-,www.thanapiriya.co.th
TNPC,THAI NAM PLASTIC PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,"40 MOO 7, PETCHAKASEM ROAD, K.M. 23, OMNOI, KRATHUM BAEN Samut Sakhon",74130,"0-2810-3000, 0-2420-9968-74","0-2810-3933, 0-2420-1827, 0-2420-9967",www.thainam.com
TNPF,TRINITY FREEHOLD AND LEASEHOLD PROPERTY FUND,SET,Property & Construction,Property Fund & REITs,"44 CIMB THAI Bank Building, 16th Floor, Langsuan Road, Lumpini, Pathumwan Bangkok",10330,0-2686-9500,0-2657-3167,www.cimb-principal.co.th
TNR,THAI NIPPON RUBBER INDUSTRY PUBLIC COMPANY LIMITED,SET,Consumer Products,Personal Products & Pharmaceuticals,"1 Charoenrat Road, Thung Wat Don, Sathon Bangkok",10120,0-2210-8888,0-2210-8821,www.tnrcondom.com
